doc_id,dominant_topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
137,5,4.999966810629187e-4,7.029202049431757e-4,5.159497684686757e-4,0.0018377091391359494,0.9914647217229182,0.0034274368472545394,0.0013657359320874939,1.8552970412977495e-4
138,7,0.003770299816540968,6.388524101713732e-5,5.965355386171185e-5,3.889978968768938e-4,5.111683416797654e-4,1.473506568566493e-4,0.9950278859408429,3.0758552323417e-5
139,6,0.054027348518293807,0.003071490275920552,0.21206653104393347,0.29103250511345824,0.05118312933299206,0.3801330771804918,5.789305972805746e-4,0.00790698793762919
140,4,0.025196228688470174,1.8925515226327574e-4,0.07557101909040397,0.6283504053384027,0.0705075793994011,0.0042479870152748265,0.19539979838237337,5.377269334107801e-4
141,5,5.52725001745566e-4,7.49383329488064e-4,5.74291528643228e-4,0.001955798918853737,0.9904731789086345,0.004103146556185213,0.0013505610179495638,2.40914738500204e-4
142,4,0.3698864087196292,1.4430582142557996e-4,0.07808197855346154,0.46339354016071593,0.0012691444637463088,5.930237303553808e-4,8.726888232255035e-6,0.08662287166243382
143,8,0.009000686311441589,4.045502926127172e-4,0.09659261834843753,0.0030799506137770597,4.8594560914818583e-4,0.33193642098242593,5.400948512531842e-6,0.5584944268936445
144,5,5.442052319146008e-4,7.62807571391576e-4,5.749284257036977e-4,0.0019632768790765636,0.9899631827777577,0.0045707468694595405,0.0014060880465538975,2.1476419814209533e-4
145,4,0.005659747247944668,9.675897708403916e-5,0.20794872949011536,0.7090555908329476,0.05690013910273942,0.019511359331378687,1.4981243987538368e-4,6.778625779153474e-4
146,4,0.17980229592717853,2.6114309581145206e-4,0.010718412318835947,0.61025792051218,0.046791123116891833,0.002986886113951374,0.142500202115548,0.006682016799602562
147,4,0.18855313074633387,7.056512346900828e-4,0.14660804958087736,0.39793535735192226,0.028364042595907725,0.09528667142693789,1.1282856110255091e-4,0.1424342685022282
148,5,7.12522904134606e-4,8.986174701311753e-4,7.478623013322586e-4,0.002453596498773384,0.9888905560998786,0.004428322901082884,0.0015579451493223518,3.1057667534533555e-4
149,7,7.601485262173902e-6,9.735428445144233e-6,3.928089223849351e-6,1.679163209623138e-5,2.9662824656321126e-4,7.746167126154564e-5,0.9995863999429324,1.4535042145240582e-6
150,8,0.25279356367060746,5.394801839556319e-4,0.1246545362025621,0.19779236633494,0.024758443346715717,0.045460730405637854,0.06437921718826585,0.2896216626673154
151,7,4.47916340078005e-5,4.647311950889889e-5,2.444524649795272e-5,9.96406216855954e-5,0.0014320944502663618,3.2901031078406506e-4,0.9980160177498822,7.526867366842049e-6
152,7,2.7471593201221537e-4,4.6636529268809755e-4,1.947094678114057e-4,8.25376351960264e-4,0.15105696793554055,0.002323235895646777,0.844779934592109,7.869453223162084e-5
153,1,0.5079109230604522,1.5901341263962115e-4,0.10717139311099282,0.2675883595353163,6.195967690095665e-4,0.11351161890820441,8.181473347331827e-6,0.0030309137300374494
154,7,1.8995404356825296e-5,2.147823608921042e-5,9.95886584994942e-6,4.227696204120936e-5,6.501087129148421e-4,1.4522299330548273e-4,0.9991087033408996,3.2554845420568275e-6
155,7,3.2751583715505953e-4,5.555227509119048e-4,2.3556761499706074e-4,9.988732704885883e-4,0.1994394916736969,0.0027350823500625386,0.7956128862466144,9.506025607364898e-5
156,5,4.955099402528784e-4,6.8656700498057e-4,5.198723656398941e-4,0.0018481233730276124,0.9911954985356587,0.0037492664649473257,0.001320311173734326,1.8485114175814522e-4
157,4,0.1916245182130096,1.255081793490929e-4,0.02897807200028097,0.7488388113064204,0.00860033951118086,0.020744983687236675,5.41694655890783e-5,0.0010335976369332798
158,5,4.955099402528784e-4,6.8656700498057e-4,5.198723656398941e-4,0.0018481233730276124,0.9911954985356587,0.0037492664649473257,0.001320311173734326,1.8485114175814522e-4
159,4,0.17921157145560854,3.845357224511264e-5,0.00390722132751866,0.8012688213525224,0.013852429101043428,9.904986599224427e-4,7.08464647969294e-5,6.601580663427954e-4
160,6,4.764308988563089e-4,0.00911207006254835,0.001452729994022745,4.465391926245965e-4,0.002167478027984296,0.985912679010582,6.097308877249195e-5,3.7109972460873717e-4
161,4,0.06918332595241904,2.147743500101071e-5,0.12168817698592886,0.8072679880965569,6.607656496495811e-4,8.010939166462925e-4,4.861151704789969e-6,3.7231081209362644e-4
162,3,0.22114654528112235,4.0622440345742963e-4,0.370936659457857,0.369392861579923,0.0098310991587249,0.026754452908827723,5.495240320536858e-5,0.0014772048068820137
